unit_code,unit_title,level,session,category,evidence_item_count,has_evidence,source_url
INFS6023,Data Visualisation for Managers,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Technology-Mediated Learning,0,No,https://www.sydney.edu.au/units/INFS6023/2026-S2C-ND-CC
INFS6023,Data Visualisation for Managers,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Hybrid Learning,0,No,https://www.sydney.edu.au/units/INFS6023/2026-S2C-ND-CC
INFS6023,Data Visualisation for Managers,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Simulation and Case-Based Learning,4,Yes,https://www.sydney.edu.au/units/INFS6023/2026-S2C-ND-CC
INFS6024,Managing Data at Scale,PG,"Semester 1, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Work-Integrated and Applied Learning,1,Yes,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,Managing Data at Scale,PG,"Semester 1, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Project- and Problem-Based Learning,3,Yes,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,Managing Data at Scale,PG,"Semester 1, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Community Learning,0,No,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,Managing Data at Scale,PG,"Semester 1, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Entrepreneurial Learning,0,No,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,Managing Data at Scale,PG,"Semester 1, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Technology-Mediated Learning,0,No,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,Managing Data at Scale,PG,"Semester 1, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Hybrid Learning,0,No,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,Managing Data at Scale,PG,"Semester 1, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Simulation and Case-Based Learning,6,Yes,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6026,Cybersecurity and Risk Management,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Work-Integrated and Applied Learning,1,Yes,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,Cybersecurity and Risk Management,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Project- and Problem-Based Learning,5,Yes,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,Cybersecurity and Risk Management,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Community Learning,0,No,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,Cybersecurity and Risk Management,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Entrepreneurial Learning,0,No,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,Cybersecurity and Risk Management,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Technology-Mediated Learning,0,No,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,Cybersecurity and Risk Management,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Hybrid Learning,0,No,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,Cybersecurity and Risk Management,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Simulation and Case-Based Learning,2,Yes,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6032,Agile Project Methods,PG,"Semester 1, 2026 [Normal day] - Camperdown/Darlington, Sydney",Work-Integrated and Applied Learning,0,No,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,Agile Project Methods,PG,"Semester 1, 2026 [Normal day] - Camperdown/Darlington, Sydney",Project- and Problem-Based Learning,9,Yes,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,Agile Project Methods,PG,"Semester 1, 2026 [Normal day] - Camperdown/Darlington, Sydney",Community Learning,0,No,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,Agile Project Methods,PG,"Semester 1, 2026 [Normal day] - Camperdown/Darlington, Sydney",Entrepreneurial Learning,1,Yes,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,Agile Project Methods,PG,"Semester 1, 2026 [Normal day] - Camperdown/Darlington, Sydney",Technology-Mediated Learning,0,No,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,Agile Project Methods,PG,"Semester 1, 2026 [Normal day] - Camperdown/Darlington, Sydney",Hybrid Learning,0,No,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,Agile Project Methods,PG,"Semester 1, 2026 [Normal day] - Camperdown/Darlington, Sydney",Simulation and Case-Based Learning,3,Yes,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6066,"Gadgets, Gods and Godzilla",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Work-Integrated and Applied Learning,1,Yes,https://www.sydney.edu.au/units/INFS6066/2026-S2C-ND-CC
INFS6066,"Gadgets, Gods and Godzilla",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Project- and Problem-Based Learning,2,Yes,https://www.sydney.edu.au/units/INFS6066/2026-S2C-ND-CC
INFS6066,"Gadgets, Gods and Godzilla",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Community Learning,0,No,https://www.sydney.edu.au/units/INFS6066/2026-S2C-ND-CC
INFS6066,"Gadgets, Gods and Godzilla",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Entrepreneurial Learning,0,No,https://www.sydney.edu.au/units/INFS6066/2026-S2C-ND-CC
INFS6066,"Gadgets, Gods and Godzilla",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Technology-Mediated Learning,0,No,https://www.sydney.edu.au/units/INFS6066/2026-S2C-ND-CC
INFS6066,"Gadgets, Gods and Godzilla",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Hybrid Learning,0,No,https://www.sydney.edu.au/units/INFS6066/2026-S2C-ND-CC
INFS6066,"Gadgets, Gods and Godzilla",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Simulation and Case-Based Learning,0,No,https://www.sydney.edu.au/units/INFS6066/2026-S2C-ND-CC
INFS6071,Project Management in Business,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Work-Integrated and Applied Learning,0,No,https://www.sydney.edu.au/units/INFS6071/2026-S2C-ND-CC
INFS6071,Project Management in Business,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Project- and Problem-Based Learning,3,Yes,https://www.sydney.edu.au/units/INFS6071/2026-S2C-ND-CC
INFS6071,Project Management in Business,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Community Learning,0,No,https://www.sydney.edu.au/units/INFS6071/2026-S2C-ND-CC
INFS6071,Project Management in Business,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Entrepreneurial Learning,0,No,https://www.sydney.edu.au/units/INFS6071/2026-S2C-ND-CC
INFS6071,Project Management in Business,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Technology-Mediated Learning,0,No,https://www.sydney.edu.au/units/INFS6071/2026-S2C-ND-CC
INFS6071,Project Management in Business,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Hybrid Learning,0,No,https://www.sydney.edu.au/units/INFS6071/2026-S2C-ND-CC
INFS6071,Project Management in Business,PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Simulation and Case-Based Learning,1,Yes,https://www.sydney.edu.au/units/INFS6071/2026-S2C-ND-CC
INFS6077,"Digital, Data and Decisions",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Work-Integrated and Applied Learning,0,No,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,"Digital, Data and Decisions",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Project- and Problem-Based Learning,3,Yes,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,"Digital, Data and Decisions",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Community Learning,0,No,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,"Digital, Data and Decisions",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Entrepreneurial Learning,0,No,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,"Digital, Data and Decisions",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Technology-Mediated Learning,0,No,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,"Digital, Data and Decisions",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Hybrid Learning,0,No,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,"Digital, Data and Decisions",PG,"Semester 2, 2026 [Normal day] - Camperdown/Darlington, Sydney",Simulation and Case-Based Learning,4,Yes,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6600,Business Information Systems Capstone,PG,"Semester 2, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Work-Integrated and Applied Learning,14,Yes,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,Business Information Systems Capstone,PG,"Semester 2, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Project- and Problem-Based Learning,2,Yes,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,Business Information Systems Capstone,PG,"Semester 2, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Community Learning,0,No,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,Business Information Systems Capstone,PG,"Semester 2, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Entrepreneurial Learning,3,Yes,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,Business Information Systems Capstone,PG,"Semester 2, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Technology-Mediated Learning,0,No,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,Business Information Systems Capstone,PG,"Semester 2, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Hybrid Learning,0,No,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,Business Information Systems Capstone,PG,"Semester 2, 2026 [Normal evening] - Camperdown/Darlington, Sydney",Simulation and Case-Based Learning,3,Yes,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
